alert_id,timestamp,src_ip,dst_ip,proto,duration,src_bytes,dst_bytes,pkt_count,failed_logins,label,anomaly_score,stage1_decision,final_decision,rationale,recommended_action,source
ALRT-00257,2026-01-01T04:17:00,10.0.92.75,192.168.1.50,tcp,2.22,1054,3683,33,0,0,0.044420439398464635,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00258,2026-01-01T04:18:00,10.0.171.222,192.168.1.215,tcp,1.03,1511,3401,35,0,0,0.025347110290452175,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00259,2026-01-01T04:19:00,10.0.64.74,192.168.1.200,udp,5.1,978,2860,36,0,0,0.09540174979602274,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00260,2026-01-01T04:20:00,10.0.209.118,192.168.1.247,tcp,6.57,1741,3305,37,0,0,0.1703582680643367,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00261,2026-01-01T04:21:00,10.0.130.179,192.168.1.153,tcp,5.42,1827,2544,43,0,0,0.15066447920511725,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00262,2026-01-01T04:22:00,10.0.35.221,192.168.1.156,tcp,1.94,1292,3022,11,0,0,0.07799770977660811,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00263,2026-01-01T04:23:00,10.0.93.167,192.168.1.136,tcp,0.24,822,4093,52,1,0,0.40310372099491537,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00264,2026-01-01T04:24:00,10.0.110.191,192.168.1.130,tcp,0.57,1470,2724,44,0,0,0.01755589797317741,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00265,2026-01-01T04:25:00,10.0.155.44,192.168.1.131,tcp,1.3,1555,3072,31,0,0,0.03470279374897823,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00266,2026-01-01T04:26:00,10.0.47.222,192.168.1.75,tcp,0.56,1053,2417,36,0,0,0.018982105730593227,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00267,2026-01-01T04:27:00,10.0.132.70,192.168.1.216,tcp,0.54,50,2467,33,0,0,0.15667635018608037,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00268,2026-01-01T04:28:00,10.0.36.33,192.168.1.91,udp,6.66,1171,1076,42,0,0,0.2701161074823874,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00269,2026-01-01T04:29:00,10.0.234.247,192.168.1.155,udp,1.95,688,2176,44,0,0,0.05821429799452817,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00270,2026-01-01T04:30:00,10.0.100.52,192.168.1.170,tcp,2.22,954,2746,60,0,0,0.0838789143259901,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00271,2026-01-01T04:31:00,10.0.106.35,192.168.1.137,tcp,1.55,1195,2337,24,0,0,0.044497221590036,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00272,2026-01-01T04:32:00,10.0.140.159,192.168.1.155,tcp,0.74,1470,2669,44,0,0,0.020425733490125556,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00273,2026-01-01T04:33:00,10.0.251.81,192.168.1.13,tcp,1.09,922,1979,38,0,0,0.03918548960207932,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00274,2026-01-01T04:34:00,10.0.50.34,192.168.1.80,tcp,2.46,1446,3272,28,0,0,0.038535189505574295,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00275,2026-01-01T04:35:00,10.0.96.153,192.168.1.114,tcp,0.66,1447,2260,51,0,0,0.04579619553826253,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00276,2026-01-01T04:36:00,10.0.16.193,192.168.1.100,tcp,3.49,1451,2892,27,0,0,0.05510620949713159,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00277,2026-01-01T04:37:00,10.0.117.201,192.168.1.230,tcp,1.95,980,2515,27,0,0,0.04018472765278776,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00278,2026-01-01T04:38:00,10.0.118.40,192.168.1.227,tcp,0.26,442,3720,26,0,0,0.1416632476493701,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00279,2026-01-01T04:39:00,10.0.5.141,192.168.1.181,tcp,0.18,490,4104,34,0,0,0.13313951600788562,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00280,2026-01-01T04:40:00,10.0.137.206,192.168.1.90,tcp,6.71,1286,2693,45,0,0,0.15259099184704975,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00281,2026-01-01T04:41:00,10.0.223.41,192.168.1.13,tcp,2.54,1174,2918,42,0,0,0.013643859239079924,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00282,2026-01-01T04:42:00,10.0.80.53,192.168.1.192,tcp,4.96,880,2576,31,0,0,0.1035270093512106,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00283,2026-01-01T04:43:00,10.0.27.1,192.168.1.224,udp,0.17,1206,1987,39,0,0,0.042088093627171246,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00284,2026-01-01T04:44:00,10.0.20.133,192.168.1.124,tcp,1.65,1760,2602,36,1,0,0.32365293547839724,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00285,2026-01-01T04:45:00,10.0.38.50,192.168.1.210,tcp,4.1,958,1869,55,0,0,0.12338658138690947,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00286,2026-01-01T04:46:00,10.0.30.184,192.168.1.236,tcp,2.48,1613,3386,31,0,0,0.05161459138772957,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00287,2026-01-01T04:47:00,10.0.162.244,192.168.1.139,tcp,1.94,1524,2475,42,0,0,0.029147349558700894,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00288,2026-01-01T04:48:00,10.0.28.53,192.168.1.54,tcp,1.34,876,1586,23,0,0,0.12664655054475915,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00289,2026-01-01T04:49:00,10.0.116.165,192.168.1.6,icmp,12.53,62919,344,449,0,1,0.6733239566968672,escalate,escalate,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00290,2026-01-01T04:50:00,10.0.33.54,192.168.1.192,tcp,3.68,1638,4393,38,0,0,0.14606627424005417,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00291,2026-01-01T04:51:00,10.0.107.5,192.168.1.143,tcp,0.44,787,4498,58,0,0,0.17743855975203204,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00292,2026-01-01T04:52:00,10.0.100.192,192.168.1.39,udp,1.15,1023,3230,36,0,0,0.012241104493165065,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00293,2026-01-01T04:53:00,10.0.134.110,192.168.1.14,tcp,0.78,1828,2600,35,0,0,0.05826256188802046,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00294,2026-01-01T04:54:00,10.0.124.240,192.168.1.246,tcp,1.44,1298,3288,56,0,0,0.040660334410455065,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00295,2026-01-01T04:55:00,10.0.132.136,192.168.1.82,tcp,0.06,1392,3124,50,0,0,0.058255511460564256,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00296,2026-01-01T04:56:00,10.0.237.40,192.168.1.83,tcp,0.3,833,3337,38,0,0,0.03565602119197433,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00297,2026-01-01T04:57:00,10.0.24.114,192.168.1.160,tcp,1.86,1204,2660,25,0,0,0.03232346321160191,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00298,2026-01-01T04:58:00,10.0.81.52,192.168.1.93,tcp,1.45,1441,4231,37,0,0,0.0633615577866045,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00299,2026-01-01T04:59:00,10.0.30.223,192.168.1.231,tcp,6.15,1506,4124,31,0,0,0.17890463472045526,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00300,2026-01-01T05:00:00,10.0.156.175,192.168.1.173,tcp,2.09,806,2978,41,0,0,0.028198909882435255,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00301,2026-01-01T05:01:00,10.0.30.87,192.168.1.91,udp,4.99,1233,3908,47,0,0,0.10888194958331796,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00302,2026-01-01T05:02:00,10.0.158.134,192.168.1.68,tcp,0.73,920,3057,37,0,0,0.018077815415167255,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00303,2026-01-01T05:03:00,10.0.177.170,192.168.1.218,tcp,0.22,1361,2964,45,0,0,0.027049751304995113,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00304,2026-01-01T05:04:00,10.0.105.199,192.168.1.150,tcp,1.05,1394,3946,45,0,0,0.0369130819581137,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00305,2026-01-01T05:05:00,10.0.66.21,192.168.1.233,tcp,0.11,934,1670,37,0,0,0.0946421446120875,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00306,2026-01-01T05:06:00,10.0.232.6,192.168.1.88,tcp,0.76,1310,3342,28,0,0,0.03078728558016985,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00307,2026-01-01T05:07:00,10.0.72.29,192.168.1.6,udp,0.48,1026,2896,32,0,0,0.024528932643691416,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00308,2026-01-01T05:08:00,10.0.59.100,192.168.1.228,tcp,2.39,2197,1302,36,0,0,0.20451302646410596,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00309,2026-01-01T05:09:00,10.0.33.119,192.168.1.61,tcp,1.03,1138,3116,35,0,0,0.00943756529402118,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00310,2026-01-01T05:10:00,10.0.236.35,192.168.1.214,tcp,0.99,1199,4732,59,0,0,0.16991566104312358,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00311,2026-01-01T05:11:00,10.0.236.105,192.168.1.180,tcp,1.94,1653,2452,34,0,0,0.04131886069338986,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00312,2026-01-01T05:12:00,10.0.151.112,192.168.1.59,tcp,3.02,387,3342,21,1,0,0.41418856180908564,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00313,2026-01-01T05:13:00,10.0.80.28,192.168.1.192,tcp,9.26,1164,3930,24,0,0,0.28366011823911436,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00314,2026-01-01T05:14:00,10.0.151.232,192.168.1.21,tcp,7.43,1124,3498,30,0,0,0.17952007473370954,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00315,2026-01-01T05:15:00,10.0.132.152,192.168.1.100,tcp,0.57,1800,2602,32,0,0,0.056622126957762746,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00316,2026-01-01T05:16:00,10.0.164.99,192.168.1.91,tcp,2.09,1227,3693,21,0,0,0.05806882870516381,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00317,2026-01-01T05:17:00,10.0.30.129,192.168.1.167,tcp,4.47,902,2814,63,0,0,0.15963222647674208,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00318,2026-01-01T05:18:00,10.0.221.80,192.168.1.136,tcp,1.65,1284,2934,40,0,0,0.0033791433005558418,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00319,2026-01-01T05:19:00,10.0.222.217,192.168.1.155,tcp,2.9,781,2572,45,0,0,0.048541013156552355,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00320,2026-01-01T05:20:00,10.0.62.146,192.168.1.121,tcp,0.46,663,2391,24,0,0,0.09025274845417303,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00321,2026-01-01T05:21:00,10.0.190.126,192.168.1.188,tcp,2.11,894,5151,48,0,0,0.20202210540935878,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00322,2026-01-01T05:22:00,10.0.178.231,192.168.1.41,tcp,0.7,1205,2897,49,0,0,0.01852116035564871,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00323,2026-01-01T05:23:00,10.0.159.213,192.168.1.182,tcp,2.87,479,3495,31,0,0,0.10296357098522986,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00324,2026-01-01T05:24:00,10.0.204.206,192.168.1.13,tcp,0.65,1014,2204,43,0,0,0.027655092551255252,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00325,2026-01-01T05:25:00,10.0.217.58,192.168.1.22,tcp,1.29,1592,3378,53,0,0,0.06324207494489181,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00326,2026-01-01T05:26:00,10.0.4.39,192.168.1.184,udp,0.38,1163,2349,42,0,0,0.01927697446585879,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00327,2026-01-01T05:27:00,10.0.63.175,192.168.1.41,tcp,0.81,1090,3017,56,0,0,0.03978528744491371,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00328,2026-01-01T05:28:00,10.0.130.119,192.168.1.195,tcp,2.97,802,2809,48,0,0,0.05080465553561286,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00329,2026-01-01T05:29:00,10.0.2.173,192.168.1.34,tcp,0.54,1282,2450,22,0,0,0.04991363251067374,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00330,2026-01-01T05:30:00,10.0.92.193,192.168.1.38,udp,1.25,434,2315,42,0,0,0.0856828666170406,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00331,2026-01-01T05:31:00,10.0.28.75,192.168.1.236,tcp,0.4,1017,5404,10,0,0,0.336567990762557,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00332,2026-01-01T05:32:00,10.0.13.73,192.168.1.45,tcp,0.72,1572,1928,38,1,0,0.316080237062521,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00333,2026-01-01T05:33:00,10.0.235.125,192.168.1.232,udp,0.97,1957,1821,27,0,0,0.13511650576317585,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00334,2026-01-01T05:34:00,10.0.112.70,192.168.1.89,tcp,1.29,967,2059,37,0,0,0.037705866572796995,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00335,2026-01-01T05:35:00,10.0.67.169,192.168.1.202,tcp,0.46,1591,3492,46,0,0,0.052233177122278464,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00336,2026-01-01T05:36:00,10.0.251.189,192.168.1.238,tcp,3.14,1764,1933,53,0,0,0.13009840588547614,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00337,2026-01-01T05:37:00,10.0.187.120,192.168.1.30,tcp,1.32,811,2283,39,0,0,0.03306457688817309,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00338,2026-01-01T05:38:00,10.0.25.184,192.168.1.84,udp,2.67,1901,3400,49,1,0,0.36338570975017404,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00339,2026-01-01T05:39:00,10.0.206.130,192.168.1.146,tcp,3.45,969,2748,45,0,0,0.04807937541350236,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00340,2026-01-01T05:40:00,10.0.23.181,192.168.1.219,tcp,3.56,1154,3148,44,0,0,0.04180560695889871,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00341,2026-01-01T05:41:00,10.0.234.57,192.168.1.48,udp,1.61,1077,3167,43,0,0,0.012339599467150218,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00342,2026-01-01T05:42:00,10.0.40.187,192.168.1.48,tcp,0.78,1187,3951,27,0,0,0.07035197859444653,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00343,2026-01-01T05:43:00,10.0.84.181,192.168.1.94,tcp,2.01,1205,3925,43,0,0,0.03822395729954889,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00344,2026-01-01T05:44:00,10.0.179.68,192.168.1.52,tcp,0.08,567,1963,65,0,0,0.19972568651571315,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00345,2026-01-01T05:45:00,10.0.10.141,192.168.1.68,tcp,8.27,1346,3355,56,0,0,0.2531204264872454,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00346,2026-01-01T05:46:00,10.0.103.217,192.168.1.33,tcp,0.73,1016,2765,12,0,0,0.08147090737022573,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00347,2026-01-01T05:47:00,10.0.91.64,192.168.1.210,tcp,0.11,1429,2345,52,0,0,0.06597736178068189,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00348,2026-01-01T05:48:00,10.0.219.187,192.168.1.202,tcp,2.48,1084,534,40,1,0,0.43877807341591674,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00349,2026-01-01T05:49:00,10.0.157.242,192.168.1.37,tcp,0.52,1397,4642,35,0,0,0.1254273181834198,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00350,2026-01-01T05:50:00,10.0.199.220,192.168.1.136,udp,2.24,1186,3662,43,0,0,0.026690204755061547,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00351,2026-01-01T05:51:00,10.0.203.102,192.168.1.164,tcp,0.36,953,1876,13,0,0,0.13803006364909773,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00352,2026-01-01T05:52:00,10.0.15.154,192.168.1.159,udp,0.89,1791,1571,53,0,0,0.1518600103746413,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00353,2026-01-01T05:53:00,10.0.195.251,192.168.1.249,tcp,1.06,906,3321,19,0,0,0.07018374338955194,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00354,2026-01-01T05:54:00,10.0.173.144,192.168.1.163,tcp,3.23,1151,4139,30,0,0,0.09364927357150911,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00355,2026-01-01T05:55:00,10.0.146.30,192.168.1.174,udp,0.55,1426,2294,49,0,0,0.03960048259111691,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00356,2026-01-01T05:56:00,10.0.1.12,192.168.1.9,tcp,1.5,457,3335,18,0,0,0.13007625269272638,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00357,2026-01-01T05:57:00,10.0.230.200,192.168.1.21,tcp,0.61,1091,2263,35,0,0,0.024826070254977056,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00358,2026-01-01T05:58:00,10.0.66.108,192.168.1.157,udp,5.15,892,3619,48,0,0,0.11916317474357792,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00359,2026-01-01T05:59:00,10.0.123.63,192.168.1.230,tcp,0.99,1317,4245,57,0,0,0.1088645024628386,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00360,2026-01-01T06:00:00,10.0.107.88,192.168.1.101,tcp,2.13,2093,2718,60,0,0,0.17518114493202339,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00361,2026-01-01T06:01:00,10.0.177.192,192.168.1.163,tcp,0.73,1214,3337,13,0,0,0.08672779289976729,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00362,2026-01-01T06:02:00,10.0.25.118,192.168.1.54,tcp,1.7,1723,2919,27,0,0,0.05701728036199085,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00363,2026-01-01T06:03:00,10.0.252.220,192.168.1.116,tcp,3.73,812,3558,39,0,0,0.07113466812631054,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00364,2026-01-01T06:04:00,10.0.202.186,192.168.1.191,tcp,0.14,762,3665,30,0,0,0.08220903438763885,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00365,2026-01-01T06:05:00,10.0.1.247,192.168.1.167,tcp,3.13,1651,1294,37,0,0,0.1682669098787959,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00366,2026-01-01T06:06:00,10.0.187.225,192.168.1.29,udp,8.06,1192,3313,47,0,0,0.21566664538565652,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00367,2026-01-01T06:07:00,10.0.231.65,192.168.1.223,udp,0.02,948,2248,54,0,0,0.08146144685722988,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00368,2026-01-01T06:08:00,10.0.3.167,192.168.1.235,tcp,2.34,1310,3782,68,0,0,0.15954436305035608,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00369,2026-01-01T06:09:00,10.0.117.6,192.168.1.121,udp,0.0,1012,2850,30,0,0,0.05721528183999307,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00370,2026-01-01T06:10:00,10.0.69.251,192.168.1.87,udp,1.28,1076,3888,37,0,0,0.03713090912844885,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00371,2026-01-01T06:11:00,10.0.92.67,192.168.1.135,tcp,2.26,982,2331,22,0,0,0.058807084115485124,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00372,2026-01-01T06:12:00,10.0.166.169,192.168.1.203,tcp,6.17,1494,2597,42,0,0,0.1324663279252568,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00373,2026-01-01T06:13:00,10.0.84.215,192.168.1.115,udp,1.75,1412,3340,32,0,0,0.01857935192102091,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00374,2026-01-01T06:14:00,10.0.147.41,192.168.1.8,tcp,4.08,1628,4287,31,0,0,0.16013235167836645,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00375,2026-01-01T06:15:00,10.0.82.215,192.168.1.19,tcp,3.0,1435,2955,52,0,0,0.04814700772723508,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00376,2026-01-01T06:16:00,10.0.22.4,192.168.1.206,tcp,1.53,1837,3700,62,0,0,0.1576894643867697,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
ALRT-00377,2026-01-01T06:17:00,10.0.167.112,192.168.1.200,tcp,3.07,1027,2082,43,0,0,0.049799858298970885,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00378,2026-01-01T06:18:00,10.0.64.120,192.168.1.196,tcp,2.59,1243,2552,46,0,0,0.02013821866081096,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00379,2026-01-01T06:19:00,10.0.46.95,192.168.1.32,tcp,0.74,1320,2183,26,0,0,0.057596413376814315,auto_suppress,auto_suppress,Stage 1 rule/score decision.,Auto-handled by Stage 1.,stage1
ALRT-00380,2026-01-01T06:20:00,10.0.59.149,192.168.1.44,tcp,14.41,1329,2529,47,0,0,0.4029931058980381,review,needs_review,Indicators are mixed.,Escalate to tier-2 for a closer look.,heuristic_fallback
ALRT-00381,2026-01-01T06:21:00,10.0.171.232,192.168.1.100,tcp,4.62,1569,3576,41,0,0,0.09576386669608718,review,false_positive,"Low anomaly score, traffic resembles baseline.",Suppress and log.,heuristic_fallback
