alert_id,duration,src_bytes,dst_bytes,pkt_count,src_ttl,dst_ttl,src_load,dst_load,state_ttl_count,label,src_ip,dst_ip
UNSW-001019,5.756042,1540,1644,34,31,29,2006.93457,2158.427734,0,0,59.166.0.1,149.171.126.7
UNSW-001020,0.809023,1540,1644,34,31,29,14278.95117,15356.79395,0,0,59.166.0.0,149.171.126.4
UNSW-001021,1.416595,1540,1644,34,31,29,8154.765625,8770.326172,0,0,59.166.0.1,149.171.126.2
UNSW-001022,2.191974,1540,1644,34,31,29,5270.135742,5667.950684,0,0,59.166.0.4,149.171.126.4
UNSW-001023,4.740254,1684,10168,32,31,29,2639.520996,16208.41406,0,0,59.166.0.3,149.171.126.1
UNSW-001024,4.905169,1540,1644,34,31,29,2355.06665,2532.838379,0,0,59.166.0.6,149.171.126.9
UNSW-001025,5.075983,1540,1644,34,31,29,2275.81543,2447.604736,0,0,59.166.0.6,149.171.126.9
UNSW-001026,5.649304,2302,34406,72,31,29,3152.246826,47562.67578,0,0,59.166.0.6,149.171.126.9
UNSW-001027,5.188408,1540,1644,34,31,29,2226.501953,2394.568848,0,0,59.166.0.7,149.171.126.2
UNSW-001028,5.221018,1540,1644,34,31,29,2212.595459,2379.612549,0,0,59.166.0.7,149.171.126.5
UNSW-001029,4.655099,1540,1644,34,31,29,2481.579834,2668.901367,0,0,59.166.0.8,149.171.126.2
UNSW-001030,5.233205,1540,1644,34,31,29,2207.442627,2374.071045,0,0,59.166.0.8,149.171.126.6
UNSW-001031,5.46218,1540,1644,34,31,29,2114.906494,2274.549561,0,0,59.166.0.9,149.171.126.6
UNSW-001032,5.942141,2302,34406,72,31,29,2996.899658,45218.71875,0,0,59.166.0.0,149.171.126.9
UNSW-001033,5.756042,1540,1644,34,31,29,2006.93457,2158.427734,0,0,59.166.0.1,149.171.126.7
UNSW-001034,5.863586,1540,1644,34,31,29,1970.125488,2118.839844,0,0,59.166.0.7,149.171.126.5
UNSW-001035,18.346155,4152,2976,54,31,29,1741.182251,1251.488403,0,0,59.166.0.1,149.171.126.4
UNSW-001036,6.873455,4654,72914,162,31,29,5349.274902,83829.75,0,0,59.166.0.2,149.171.126.0
UNSW-001037,5.02318,1540,1644,34,31,29,2299.738525,2473.33374,0,0,59.166.0.0,149.171.126.5
UNSW-001038,4.80916,1540,1644,34,31,29,2402.08252,2583.40332,0,0,59.166.0.2,149.171.126.3
UNSW-001039,5.347936,1540,1644,34,31,29,2160.085693,2323.13916,0,0,59.166.0.2,149.171.126.3
UNSW-001040,5.174061,1540,1644,34,31,29,2232.675781,2401.20874,0,0,59.166.0.5,149.171.126.3
UNSW-001041,4.887266,1540,1644,34,31,29,2363.693604,2542.116455,0,0,59.166.0.6,149.171.126.9
UNSW-001042,5.345125,1540,1644,34,31,29,2161.22168,2324.36084,0,0,59.166.0.8,149.171.126.6
UNSW-001043,1.761118,424,8824,20,31,29,1685.293091,36744.83984,0,0,59.166.0.5,149.171.126.6
UNSW-001044,18.512657,4256,3080,58,31,29,1773.48938,1286.90332,0,0,59.166.0.8,149.171.126.0
UNSW-001045,5.909561,2302,34406,72,31,29,3013.421631,45468.01172,0,0,59.166.0.0,149.171.126.6
UNSW-001046,5.410014,2198,34406,70,31,29,3134.927002,49666.41406,0,0,59.166.0.2,149.171.126.9
UNSW-001047,5.514443,2302,34406,72,31,29,3229.337891,48725.86328,0,0,59.166.0.5,149.171.126.8
UNSW-001048,5.641832,2198,34406,70,31,29,3006.115723,47625.66406,0,0,59.166.0.7,149.171.126.4
UNSW-001049,5.936245,1540,1644,34,31,29,1946.011353,2092.905518,0,0,59.166.0.9,149.171.126.6
UNSW-001050,6.368935,2302,34406,72,31,29,2796.071777,42188.52734,0,0,59.166.0.9,149.171.126.6
UNSW-001051,5.91596,1540,1644,34,31,29,1952.68396,2100.081787,0,0,59.166.0.9,149.171.126.6
UNSW-001052,30.626579,1272,2572,34,31,29,311.624756,634.742798,0,0,59.166.0.1,149.171.126.5
UNSW-001053,5.824174,2302,34406,72,31,29,3057.601074,46134.60938,0,0,59.166.0.0,149.171.126.5
UNSW-001054,5.477977,2302,34406,72,31,29,3250.835205,49050.22656,0,0,59.166.0.0,149.171.126.1
UNSW-001055,5.598813,2302,34406,72,31,29,3180.674072,47991.60156,0,0,59.166.0.3,149.171.126.8
UNSW-001056,5.074642,1540,1644,34,31,29,2276.416748,2448.251465,0,0,59.166.0.0,149.171.126.5
UNSW-001057,5.054176,1272,2572,34,31,29,1888.339478,3846.324463,0,0,59.166.0.1,149.171.126.2
UNSW-001058,5.414043,1540,1644,34,31,29,2133.710449,2294.773193,0,0,59.166.0.5,149.171.126.3
UNSW-001059,5.529707,1540,1644,34,31,29,2089.080078,2246.773682,0,0,59.166.0.8,149.171.126.6
UNSW-001060,4.776113,1540,1644,34,31,29,2418.703125,2601.278564,0,0,59.166.0.8,149.171.126.6
UNSW-001061,1.442944,1540,1644,34,31,29,8005.854492,8610.174805,0,0,59.166.0.1,149.171.126.2
UNSW-001062,1.712738,1540,1644,34,31,29,6744.755859,7253.882324,0,0,59.166.0.1,149.171.126.2
UNSW-001063,1.393701,8928,320,20,31,29,47591.26953,1532.609985,0,0,59.166.0.6,149.171.126.8
UNSW-001064,0.000933,130,162,4,31,29,557341.875,694533.75,0,0,59.166.0.0,149.171.126.8
UNSW-001065,0.608141,528,304,8,31,29,5209.318359,2999.304443,0,0,59.166.0.0,149.171.126.2
UNSW-001066,1.368787,1540,1644,34,31,29,8439.588867,9076.649414,0,0,59.166.0.1,149.171.126.2
UNSW-001067,1.762277,1540,1644,34,31,29,6555.155762,7049.970215,0,0,59.166.0.4,149.171.126.4
UNSW-001068,1.206517,2438,18508,78,31,29,15741.17871,119656.8359,0,0,59.166.0.2,149.171.126.5
UNSW-001069,2.26362,1540,1644,34,31,29,5103.330078,5488.554199,0,0,59.166.0.4,149.171.126.4
UNSW-001070,2.146873,1540,1644,34,31,29,5380.849121,5787.021484,0,0,59.166.0.4,149.171.126.4
UNSW-001071,0.668363,1540,1644,34,31,29,17284.02148,18588.70117,0,0,59.166.0.0,149.171.126.4
UNSW-001072,0.020127,1052,824,18,31,29,366075.4063,294927.2188,0,0,59.166.0.3,149.171.126.2
UNSW-001073,5.067167,1540,1644,34,31,29,2279.774902,2451.863281,0,0,59.166.0.8,149.171.126.2
UNSW-001074,5.16048,1540,1644,34,31,29,2238.551514,2407.528076,0,0,59.166.0.8,149.171.126.2
UNSW-001075,5.226993,1540,1644,34,31,29,2210.066162,2376.892334,0,0,59.166.0.8,149.171.126.6
UNSW-001076,5.221051,2302,34406,72,31,29,3410.807373,51463.96484,0,0,59.166.0.8,149.171.126.5
UNSW-001077,5.247152,1540,1644,34,31,29,2201.575195,2367.760742,0,0,59.166.0.8,149.171.126.2
UNSW-001078,5.398155,1540,1644,34,31,29,2139.990234,2301.5271,0,0,59.166.0.1,149.171.126.7
UNSW-001079,5.849882,1540,1644,34,31,29,1974.740601,2123.803467,0,0,59.166.0.1,149.171.126.7
UNSW-001080,5.660509,2302,34406,72,31,29,3146.006836,47468.52344,0,0,59.166.0.3,149.171.126.3
UNSW-001081,5.452637,2302,34406,72,31,29,3265.942627,49278.17188,0,0,59.166.0.3,149.171.126.3
UNSW-001082,6.161645,1540,1644,34,31,29,1874.823975,2016.344727,0,0,59.166.0.4,149.171.126.8
UNSW-001083,5.374066,1540,1644,34,31,29,2149.582764,2311.84375,0,0,59.166.0.7,149.171.126.2
UNSW-001084,5.70414,2302,34406,72,31,29,3121.942871,47105.43359,0,0,59.166.0.8,149.171.126.6
UNSW-001085,5.122664,1540,1644,34,31,29,2255.07666,2425.300537,0,0,59.166.0.0,149.171.126.5
UNSW-001086,5.624162,2198,34406,70,31,29,3015.560303,47775.29297,0,0,59.166.0.5,149.171.126.3
UNSW-001087,5.362077,1540,1644,34,31,29,2154.388916,2317.012451,0,0,59.166.0.8,149.171.126.6
UNSW-001088,5.216447,1540,1644,34,31,29,2214.53418,2381.697754,0,0,59.166.0.8,149.171.126.6
UNSW-001089,1.969298,568,312,8,31,29,1730.565918,950.592529,0,0,59.166.0.0,149.171.126.2
UNSW-001090,5.764732,1540,1644,34,31,29,2003.909302,2155.174072,0,0,59.166.0.1,149.171.126.7
UNSW-001091,5.197834,1540,1644,34,31,29,2222.464111,2390.226318,0,0,59.166.0.1,149.171.126.7
UNSW-001092,5.471142,2302,34406,72,31,29,3254.896484,49111.50391,0,0,59.166.0.3,149.171.126.2
UNSW-001093,5.279851,1540,1644,34,31,29,2187.94043,2353.09668,0,0,59.166.0.4,149.171.126.8
UNSW-001094,5.876448,2302,34406,72,31,29,3030.401855,45724.21875,0,0,59.166.0.7,149.171.126.7
UNSW-001095,6.019046,1540,1644,34,31,29,1919.241089,2064.114502,0,0,59.166.0.9,149.171.126.6
UNSW-001096,4e-06,168,0,2,254,0,168000000.0,0.0,2,1,175.45.176.3,149.171.126.14
UNSW-001097,1.4e-05,168,0,2,254,0,48000000.0,0.0,2,1,175.45.176.1,149.171.126.10
UNSW-001098,7.209533,2302,34406,72,31,29,2470.062744,37269.54297,0,0,59.166.0.4,149.171.126.8
UNSW-001099,6.487143,1540,1644,34,31,29,1780.753052,1915.172852,0,0,59.166.0.4,149.171.126.8
UNSW-001100,1.587468,2542,18508,80,31,29,12492.84961,90942.30469,0,0,59.166.0.0,149.171.126.6
UNSW-001101,6.582697,2302,34406,72,31,29,2705.27417,40818.52734,0,0,59.166.0.8,149.171.126.2
UNSW-001102,32.390953,2934,3742,106,31,29,710.815735,907.16687,0,0,59.166.0.6,149.171.126.8
UNSW-001103,21.854425,1272,2572,34,31,29,436.707886,889.522339,0,0,59.166.0.4,149.171.126.4
UNSW-001104,24.766691,4550,72810,158,31,29,1450.981079,23224.74219,0,0,59.166.0.2,149.171.126.4
UNSW-001105,5.649319,1540,1644,34,31,29,2044.848145,2199.203125,0,0,59.166.0.1,149.171.126.7
UNSW-001106,6.230642,1540,1644,34,31,29,1854.062622,1994.016113,0,0,59.166.0.3,149.171.126.5
UNSW-001107,6.694861,1540,1644,34,31,29,1725.502563,1855.751709,0,0,59.166.0.4,149.171.126.4
UNSW-001108,6.056083,1540,1644,34,31,29,1907.50354,2051.490967,0,0,59.166.0.4,149.171.126.4
UNSW-001109,2.847943,1540,1644,34,31,29,4056.260742,4362.446777,0,0,59.166.0.4,149.171.126.7
UNSW-001110,2.203213,1540,1644,34,31,29,5243.251465,5639.037109,0,0,59.166.0.2,149.171.126.3
UNSW-001111,0.143324,1052,824,18,31,29,51407.99609,41416.64844,0,0,59.166.0.0,149.171.126.1
UNSW-001112,32.666801,37358,3380,94,31,29,8973.024414,808.159912,0,0,59.166.0.4,149.171.126.1
UNSW-001113,26.628351,6032,8114,124,31,29,1783.963257,2397.144287,0,0,59.166.0.7,149.171.126.6
UNSW-001114,25.338053,4550,72810,158,31,29,1418.262085,22701.0332,0,0,59.166.0.0,149.171.126.7
UNSW-001115,28.239065,3910,51808,132,31,29,1090.970947,14454.86914,0,0,59.166.0.8,149.171.126.3
UNSW-001116,12.999174,37358,3380,94,31,29,22549.125,2030.898193,0,0,59.166.0.2,149.171.126.2
UNSW-001117,1.805926,2558,23162,82,31,29,11052.50195,100163.5781,0,0,59.166.0.0,149.171.126.5
UNSW-001118,1.140931,1580,10168,30,31,29,10160.12305,67341.49219,0,0,59.166.0.1,149.171.126.3
UNSW-001119,1.100851,1540,1644,34,31,29,10493.69922,11285.81348,0,0,59.166.0.1,149.171.126.6
UNSW-001120,0.754772,1540,1644,34,31,29,15305.28418,16460.59961,0,0,59.166.0.1,149.171.126.6
UNSW-001121,1.470886,1540,1644,34,31,29,7853.77002,8446.609375,0,0,59.166.0.3,149.171.126.3
UNSW-001122,1.330916,1540,1644,34,31,29,8679.736328,9334.923828,0,0,59.166.0.3,149.171.126.3
UNSW-001123,1.366386,1540,1644,34,31,29,8454.418945,9092.598633,0,0,59.166.0.3,149.171.126.3
UNSW-001124,0.000938,130,162,4,31,29,554371.0,690831.5625,0,0,59.166.0.0,149.171.126.9
UNSW-001125,0.000906,132,164,4,31,29,582781.5,724061.8125,0,0,59.166.0.0,149.171.126.2
UNSW-001126,0.000894,130,162,4,31,29,581655.5,724832.1875,0,0,59.166.0.1,149.171.126.0
UNSW-001127,0.0093,146,178,4,31,29,62795.69922,76559.14063,0,0,59.166.0.4,149.171.126.2
UNSW-001128,1.925451,1540,1644,34,31,29,5999.633301,6452.51416,0,0,59.166.0.2,149.171.126.3
UNSW-001129,1.333813,2438,18508,78,31,29,14238.87793,108237.0625,0,0,59.166.0.8,149.171.126.0
UNSW-001130,2.607804,2302,34406,72,31,29,6828.733887,103035.3516,0,0,59.166.0.4,149.171.126.4
UNSW-001131,2.753911,1540,1644,34,31,29,4194.761719,4511.402344,0,0,59.166.0.4,149.171.126.7
UNSW-001132,5.226711,1540,1644,34,31,29,2210.185303,2377.020752,0,0,59.166.0.1,149.171.126.7
UNSW-001133,5.354715,1540,1644,34,31,29,2157.351074,2320.198242,0,0,59.166.0.9,149.171.126.4
UNSW-001134,5.933089,1540,1644,34,31,29,1947.046509,2094.018799,0,0,59.166.0.1,149.171.126.7
UNSW-001135,6.320522,1540,1644,34,31,29,1827.697144,1965.660522,0,0,59.166.0.3,149.171.126.5
UNSW-001136,5.911901,1540,1644,34,31,29,1954.024658,2101.523682,0,0,59.166.0.3,149.171.126.5
UNSW-001137,14.348018,7810,14540,248,31,29,4318.924316,8042.922852,0,0,59.166.0.7,149.171.126.7
UNSW-001138,17.490232,37230,3380,94,31,29,16701.89258,1509.41394,0,0,59.166.0.5,149.171.126.5
UNSW-001139,34.613087,4656,3080,58,31,29,1037.757812,688.294556,0,0,59.166.0.1,149.171.126.9
UNSW-001140,25.25601,1272,2572,34,31,29,377.890259,769.717773,0,0,59.166.0.2,149.171.126.8
UNSW-001141,4.024557,2662,23162,84,31,29,5166.282715,44946.0625,0,0,59.166.0.8,149.171.126.0
UNSW-001142,0.096923,1052,824,18,31,29,76019.10938,61244.49219,0,0,59.166.0.7,149.171.126.1
UNSW-001143,1.9672,2302,34406,72,31,29,9052.459961,136588.0469,0,0,59.166.0.1,149.171.126.2
UNSW-001144,2.044967,1540,1644,34,31,29,5648.991211,6075.403809,0,0,59.166.0.2,149.171.126.3
UNSW-001145,2.484204,8928,320,20,31,29,26699.90039,859.832764,0,0,59.166.0.4,149.171.126.3
UNSW-001146,2.005078,1272,2572,34,31,29,4759.914551,9695.382812,0,0,59.166.0.4,149.171.126.6
UNSW-001147,1.462483,424,8824,20,31,29,2029.425293,44248.03516,0,0,59.166.0.8,149.171.126.7
UNSW-001148,1.834925,8928,320,20,31,29,36147.52344,1164.0802,0,0,59.166.0.8,149.171.126.5
UNSW-001149,5.397937,1540,1644,34,31,29,2140.076904,2301.620117,0,0,59.166.0.9,149.171.126.4
UNSW-001150,6.008003,1540,1644,34,31,29,1922.768555,2067.908447,0,0,59.166.0.7,149.171.126.5
UNSW-001151,1.692716,1540,1644,34,31,29,6824.535156,7339.683594,0,0,59.166.0.1,149.171.126.6
UNSW-001152,5.077192,4550,72810,158,31,29,7077.928223,113290.9688,0,0,59.166.0.1,149.171.126.8
UNSW-001153,10.790445,37230,3380,94,31,29,27072.09766,2446.608887,0,0,59.166.0.8,149.171.126.5
UNSW-001154,1.441853,1540,1644,34,31,29,8011.912109,8616.689453,0,0,59.166.0.3,149.171.126.3
UNSW-001155,1.075204,8928,320,20,31,29,61688.75781,1986.599731,0,0,59.166.0.5,149.171.126.6
UNSW-001156,26.41733,4256,3080,58,31,29,1242.820557,901.832275,0,0,59.166.0.8,149.171.126.7
UNSW-001157,26.241413,4152,2872,52,31,29,1217.3125,842.027832,0,0,59.166.0.2,149.171.126.1
UNSW-001158,30.727074,4654,72810,160,31,29,1196.599487,18719.64844,0,0,59.166.0.1,149.171.126.6
UNSW-001159,1.73042,2438,18508,78,31,29,10975.37012,83429.45313,0,0,59.166.0.2,149.171.126.9
UNSW-001160,3.397407,2302,34406,72,31,29,5241.644531,79088.54688,0,0,59.166.0.4,149.171.126.7
UNSW-001161,3.163078,4654,72810,160,31,29,11624.12012,181848.1875,0,0,59.166.0.9,149.171.126.7
UNSW-001162,6.646745,1540,1644,34,31,29,1737.99353,1869.185547,0,0,59.166.0.4,149.171.126.4
UNSW-001163,30.41997,3806,51912,132,31,29,985.405334,13451.42676,0,0,59.166.0.5,149.171.126.3
UNSW-001164,30.36681,37358,3380,94,31,29,9652.643555,869.370239,0,0,59.166.0.8,149.171.126.2
UNSW-001165,2.460038,1540,1644,34,31,29,4695.862305,5050.328613,0,0,59.166.0.2,149.171.126.3
UNSW-001166,2.388027,2438,18508,78,31,29,7953.009277,60454.92969,0,0,59.166.0.9,149.171.126.6
UNSW-001167,3.002,2542,18508,80,31,29,6606.262207,48090.60547,0,0,59.166.0.9,149.171.126.0
UNSW-001168,2.101525,2198,34406,70,31,29,8070.32959,127857.625,0,0,59.166.0.1,149.171.126.6
UNSW-001169,2.237183,1540,1644,34,31,29,5163.63623,5553.412109,0,0,59.166.0.2,149.171.126.3
UNSW-001170,1.439964,2438,18612,80,31,29,13189.21777,100941.4063,0,0,59.166.0.4,149.171.126.8
UNSW-001171,2.065484,4656,3080,58,31,29,17390.5957,11534.34277,0,0,59.166.0.5,149.171.126.5
UNSW-001172,26.201277,3806,51808,130,31,29,1144.066406,15579.08789,0,0,59.166.0.3,149.171.126.2
UNSW-001173,5.677004,1540,1644,34,31,29,2034.876221,2188.478271,0,0,59.166.0.1,149.171.126.7
UNSW-001174,5.294199,1540,1644,34,31,29,2182.010986,2346.719482,0,0,59.166.0.3,149.171.126.5
UNSW-001175,6.761967,1540,1644,34,31,29,1708.37854,1837.335205,0,0,59.166.0.4,149.171.126.4
UNSW-001176,6.088676,1540,1644,34,31,29,1897.292603,2040.509277,0,0,59.166.0.7,149.171.126.5
UNSW-001177,16.928961,3910,51808,132,31,29,1819.839966,24112.05273,0,0,59.166.0.6,149.171.126.2
UNSW-001178,30.085274,4550,72914,160,31,29,1194.471436,19152.22656,0,0,59.166.0.0,149.171.126.9
UNSW-001179,1.125148,1684,10168,32,31,29,11120.31445,68286.125,0,0,59.166.0.4,149.171.126.1
UNSW-001180,3.805264,1272,2572,34,31,29,2508.104492,5108.712402,0,0,59.166.0.1,149.171.126.8
UNSW-001181,3.313978,2542,18612,82,31,29,5984.348633,43860.28125,0,0,59.166.0.7,149.171.126.2
UNSW-001182,1.143409,2302,34406,72,31,29,15574.47949,234995.5313,0,0,59.166.0.0,149.171.126.4
UNSW-001183,1.40219,1540,1644,34,31,29,8238.541016,8860.425781,0,0,59.166.0.1,149.171.126.2
UNSW-001184,4.784117,3806,51808,130,31,29,6265.73291,85322.32031,0,0,59.166.0.9,149.171.126.6
UNSW-001185,6.386122,2302,34406,72,31,29,2788.546631,42074.98438,0,0,59.166.0.1,149.171.126.7
UNSW-001186,6.219354,1540,1644,34,31,29,1857.427612,1997.635132,0,0,59.166.0.3,149.171.126.5
UNSW-001187,11.600475,1920,4416,48,31,29,1264.086182,2928.845459,0,0,59.166.0.2,149.171.126.3
UNSW-001188,1.950384,1540,1644,34,31,29,5922.936035,6370.027344,0,0,59.166.0.1,149.171.126.6
UNSW-001189,1.925769,1540,1644,34,31,29,5998.642578,6451.44873,0,0,59.166.0.1,149.171.126.6
UNSW-001190,1.152844,1540,1644,34,31,29,10020.43652,10776.82715,0,0,59.166.0.3,149.171.126.3
UNSW-001191,0.001032,132,164,4,31,29,511627.9375,635658.9375,0,0,59.166.0.7,149.171.126.0
UNSW-001192,2.746224,2302,34406,72,31,29,6484.540527,97841.98438,0,0,59.166.0.2,149.171.126.3
UNSW-001193,2.53651,1540,1644,34,31,29,4554.289062,4898.068848,0,0,59.166.0.4,149.171.126.7
UNSW-001194,2.771846,1540,1644,34,31,29,4167.619629,4482.211426,0,0,59.166.0.4,149.171.126.7
UNSW-001195,4.980758,1540,1644,34,31,29,2319.325684,2494.399414,0,0,59.166.0.1,149.171.126.7
UNSW-001196,5.32009,1540,1644,34,31,29,2171.391846,2335.298828,0,0,59.166.0.9,149.171.126.4
UNSW-001197,4.933089,1540,1644,34,31,29,2341.737793,2518.503174,0,0,59.166.0.9,149.171.126.4
UNSW-001198,8.775312,2024,4416,50,31,29,1768.598022,3871.770996,0,0,59.166.0.5,149.171.126.4
UNSW-001199,25.341431,4552,2872,52,31,29,1381.768921,871.931824,0,0,59.166.0.7,149.171.126.9
UNSW-001200,1.09023,115727,2364,138,62,252,841187.625,16811.13086,1,1,175.45.176.0,149.171.126.12
UNSW-001201,0.188505,1208,1020,18,62,252,46173.84375,37898.19922,1,1,175.45.176.3,149.171.126.16
UNSW-001202,26.507467,2934,3742,106,31,29,868.585449,1108.517822,0,0,59.166.0.4,149.171.126.3
UNSW-001203,4.53468,4256,3080,58,31,29,7240.202148,5253.733398,0,0,59.166.0.2,149.171.126.1
UNSW-001204,5.812117,4550,72810,158,31,29,6182.944824,98965.65625,0,0,59.166.0.6,149.171.126.9
UNSW-001205,0.000951,132,164,4,31,29,555205.0625,689800.1875,0,0,59.166.0.1,149.171.126.1
UNSW-001206,0.001004,130,162,4,31,29,517928.3125,645418.375,0,0,59.166.0.9,149.171.126.0
UNSW-001207,1.199137,520,304,8,31,29,2601.871338,1521.093994,0,0,59.166.0.3,149.171.126.2
UNSW-001208,1.085902,1540,1644,34,31,29,10638.16113,11441.17969,0,0,59.166.0.7,149.171.126.3
UNSW-001209,1.186012,568,304,8,31,29,2873.495361,1537.927124,0,0,59.166.0.9,149.171.126.8
UNSW-001210,13.769805,2024,4416,50,31,29,1127.103882,2467.427734,0,0,59.166.0.7,149.171.126.4
UNSW-001211,7.258995,2302,34406,72,31,29,2453.232178,37015.59375,0,0,59.166.0.3,149.171.126.5
UNSW-001212,12.689428,4656,3080,58,31,29,2830.702881,1877.468384,0,0,59.166.0.1,149.171.126.2
UNSW-001213,2.990985,2438,18508,78,31,29,6349.748047,48267.71094,0,0,59.166.0.5,149.171.126.2
UNSW-001214,0.001045,132,164,4,31,29,505263.125,627751.1875,0,0,59.166.0.5,149.171.126.8
UNSW-001215,0.341062,520,304,8,31,29,9147.896484,5348.000977,0,0,59.166.0.9,149.171.126.8
UNSW-001216,14.658149,5928,8010,120,31,29,3183.485107,4296.313477,0,0,59.166.0.2,149.171.126.8
UNSW-001217,6.891181,2198,34406,70,31,29,2461.116699,38991.28516,0,0,59.166.0.1,149.171.126.7
UNSW-001218,7.270656,2302,34406,72,31,29,2449.297607,36956.22266,0,0,59.166.0.2,149.171.126.3
UNSW-001219,0.898175,528,304,8,31,29,3527.152344,2030.784668,0,0,59.166.0.9,149.171.126.1
UNSW-001220,25.361938,2934,3742,106,31,29,907.817017,1158.586548,0,0,59.166.0.3,149.171.126.7
UNSW-001221,3.850216,320,1862,14,31,29,554.774109,3386.822998,0,0,59.166.0.8,149.171.126.0
UNSW-001222,5.345798,1540,1644,34,31,29,2160.949463,2324.068359,0,0,59.166.0.9,149.171.126.4
UNSW-001223,30.675447,2934,3742,106,31,29,750.567688,957.899658,0,0,59.166.0.5,149.171.126.6
UNSW-001224,7.402789,5928,8114,122,31,29,6303.570312,8622.696289,0,0,59.166.0.8,149.171.126.7
UNSW-001225,1.332812,1540,1644,34,31,29,8667.389648,9321.645508,0,0,59.166.0.0,149.171.126.0
UNSW-001226,1.117031,1540,1644,34,31,29,10341.7002,11122.3418,0,0,59.166.0.7,149.171.126.3
UNSW-001227,0.001017,132,164,4,31,29,519174.0625,645034.4375,0,0,59.166.0.9,149.171.126.0
UNSW-001228,27.244173,37230,3380,94,31,29,10722.29297,969.014526,0,0,59.166.0.6,149.171.126.5
UNSW-001229,2.112305,568,312,8,31,29,1613.403442,886.235657,0,0,59.166.0.9,149.171.126.1
UNSW-001230,0.033073,1052,824,18,31,29,222779.9063,179481.75,0,0,59.166.0.9,149.171.126.4
UNSW-001231,3.289024,2558,23162,82,31,29,6068.669434,54997.46875,0,0,59.166.0.5,149.171.126.6
UNSW-001232,3.841959,4654,72810,160,31,29,9570.118164,149715.2813,0,0,59.166.0.2,149.171.126.0
UNSW-001233,17.504236,4552,2976,54,31,29,2000.430054,1311.682495,0,0,59.166.0.2,149.171.126.1
UNSW-001234,13.72483,2934,3742,106,31,29,1677.543579,2140.937256,0,0,59.166.0.8,149.171.126.5
UNSW-001235,8.535064,3806,51912,132,31,29,3512.100342,47942.46484,0,0,59.166.0.4,149.171.126.0
UNSW-001236,5.870077,2198,34406,70,31,29,2889.229492,45773.84375,0,0,59.166.0.9,149.171.126.4
UNSW-001237,1.233917,1540,1644,34,31,29,9362.055664,10068.74902,0,0,59.166.0.0,149.171.126.0
UNSW-001238,1.344511,1540,1644,34,31,29,8591.970703,9240.53418,0,0,59.166.0.0,149.171.126.0
UNSW-001239,1.479587,2558,23162,82,31,29,13490.25098,122255.7422,0,0,59.166.0.3,149.171.126.0
UNSW-001240,1.084807,1540,1644,34,31,29,10648.89844,11452.72852,0,0,59.166.0.7,149.171.126.3
UNSW-001241,1.545555,2438,18508,78,31,29,12288.14258,93408.51563,0,0,59.166.0.9,149.171.126.4
UNSW-001242,1.263459,2558,23162,82,31,29,15797.90137,143168.875,0,0,59.166.0.9,149.171.126.7
UNSW-001243,4.122964,320,1862,14,31,29,518.073914,3162.773193,0,0,59.166.0.9,149.171.126.4
UNSW-001244,1.700889,8928,320,20,31,29,38996.07813,1255.813843,0,0,59.166.0.1,149.171.126.1
UNSW-001245,0.000943,146,178,4,31,29,619300.0625,755037.125,0,0,59.166.0.8,149.171.126.2
UNSW-001246,18.834862,1920,4312,46,31,29,778.556274,1755.46814,0,0,59.166.0.3,149.171.126.3
UNSW-001247,14.276295,4256,3080,58,31,29,2299.756348,1668.780396,0,0,59.166.0.1,149.171.126.1
UNSW-001248,13.543884,4654,72914,162,31,29,2714.730713,42543.1875,0,0,59.166.0.6,149.171.126.3
UNSW-001249,33.668163,1272,2572,34,31,29,283.472534,577.400085,0,0,59.166.0.7,149.171.126.4
UNSW-001250,36.44381,4552,2976,54,31,29,960.821594,630.010986,0,0,59.166.0.0,149.171.126.9
UNSW-001251,0.889128,48267,2028,78,62,252,426251.3125,17491.29492,1,1,175.45.176.0,149.171.126.12
UNSW-001252,22.880356,3806,51808,130,31,29,1310.119507,17840.28125,0,0,59.166.0.9,149.171.126.2
UNSW-001253,5.80176,5928,8114,122,31,29,8043.076172,11002.17871,0,0,59.166.0.6,149.171.126.0
UNSW-001254,12.057752,2934,3742,106,31,29,1909.477051,2436.938477,0,0,59.166.0.1,149.171.126.1
UNSW-001255,3.840321,2662,23162,84,31,29,5414.130859,47102.3125,0,0,59.166.0.1,149.171.126.7
UNSW-001256,1.532581,2198,34406,70,31,29,11066.29981,175322.5469,0,0,59.166.0.0,149.171.126.0
UNSW-001257,0.966931,1540,1644,34,31,29,11947.07813,12848.90039,0,0,59.166.0.7,149.171.126.3
UNSW-001258,0.138839,1052,824,18,31,29,53068.66016,42754.55469,0,0,59.166.0.5,149.171.126.4
UNSW-001259,24.009266,3910,51912,134,31,29,1283.171265,17043.08594,0,0,59.166.0.0,149.171.126.2
UNSW-001260,1.307908,1540,1644,34,31,29,8832.424805,9499.138672,0,0,59.166.0.0,149.171.126.0
UNSW-001261,1.303921,1540,1644,34,31,29,8859.432617,9528.18457,0,0,59.166.0.0,149.171.126.0
UNSW-001262,1.065902,1540,1644,34,31,29,10837.76953,11655.85547,0,0,59.166.0.7,149.171.126.3
UNSW-001263,1.320259,2558,23162,82,31,29,15118.24609,137009.4844,0,0,59.166.0.8,149.171.126.7
UNSW-001264,0.11432,1052,824,18,31,29,64450.66406,51924.42188,0,0,59.166.0.1,149.171.126.8
